TROCA DE TURNO 2026;;;;META  + ACUMULADO;SEP. TURNO A;SEP. TURNO B;SEP. TURNO C;SEP. TURNO D;FAT GM;FAT FM;FAT TRANSF.;FAT CACAU;FAT FOB;FAT GRANEL
;;;;1053423,99;2685420,144;2301731,58;103,835,00;11648187,41;37.991,03;82.732,00;0,00;1.750,50;0,00;26.150,00
;;;;;;;;;;;;;;
;;;;EQUIPAMENTO PARADO;;NF COM ERRO;CARRO EMBARCADO;;SEP GM;SEP FM;SEP TRANSF.;SEP CACAU;SEP FOB;
;;;;;;;;;43.796,62;82.732,00;0,00;1.246,00;0,00;
;;;;8,00;;0,00;8;;;;;;;
DATA;TURNO;RESP TURNO;PROGRAMAÇÃO;ROTA;MEDIDA;PLANEJADO;Executado;PERCENTUAL REALIZADO;PENDENCIAS;VOLUME FATURADO;TRANSPORTADFORA;FATURAMENTO;EMBARQUE;Coluna2
12/09/2026;D;VINICIUS;GM;SMT0008DI;TONS;11.961,99;11.961,99;100%;;11.961,99;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0009DI;TONS;1.228,92;1.228,92;100%;;1.228,92;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT001NOVAMEGAG;TONS;2.035,75;2.035,75;100%;;2.035,75;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
13/09/2026;C;ADIB;GM;RJ CARRO 1;TONS;16.956,00;16.956,00;100%;;16956;OMEGAX;REALIZADO;PENDENTE;AGUARDANDO CARRO PARA EMBARQUE 
13/09/2026;C;ADIB;GM;RJ CARRO 2;TONS;8.003,00;8.003,00;100%;;8003;OMEGA X;REALIZADO;PENDENTE;AGUARDANDO CARRO PARA EMBARQUE
13/09/2026;C;ADIB;FM;PANDURATA;TONS;28.054,00;28.054,00;100%;;;SPEEDYLOG;PENDENTE;PENDENTE;FATURAR DIA 14/09
13/09/2026;D;VINICIUS;GM;ROTA SUL - RS;TONS;18.166,68;18.166,68;100%;;18.166,68;RENOVAÇÃO;REALIZADO;PENDENTE;AGUARDANDO COLETA
13/09/2026;D;VINICIUS;GM;ROTA SUL - PR;TONS;14.078,80;14.078,80;100%;;;RENOVAÇÃO;PENDENTE;PENDENTE;AGUARDANDO FINALIZAR CONFERÊNCIA 
13/09/2026;D;VINICIUS;GM;ROTA SUL - SC;TONS;2.409,40;0,00;;2.409,40;;RENOVAÇÃO;PENDENTE;PENDENTE;GERADA - AGUARDANDO SEPARAÇÃO
13/09/2026;D;VINICIUS;GRANEL;MAGNUM ICC BRASIL SUPPLY LTDA;TONS;9.590,00;9.590,00;100%;;9.590,00;JSL;REALIZADO;REALIZADO;EMBARCADA E LIBERADA
13/09/2026;D;VINICIUS;GRANEL;TOP CAU;TONS;26.640,00;26.640,00;100%;;26.640,00;JSL;REALIZADO;REALIZADO;EMBARCADA E LIBERADA
13/09/2026;D;VINICIUS;BR15;CACAU;TONS;1.987,60;1.987,60;100%;;1.987,60;SMARTLOG;REALIZADO;REALIZADO;EMBARCADA E LIBERADA
14/09/2026;A;TATIANE;GM;SC;TONS;3.000,00;3.000,00;100%;;;RENOVAÇÃO;PENDENTE;PENDENTE;
14/09/2026;A;TATIANE;GM;PR;TONS;16.270,00;;;;16.270,00;RENOVAÇÃO;REALIZADO;PENDENTE;
14/09/2026;A;TATIANE;CIF;PADEIRÃO;TONS;15.599,00;15.599,00;100%;;15.599,00;SPEEDYLOG;REALIZADO;PENDENTE;
14/09/2026;A;TATIANE;FOB;SPAN VALE - 15/09;TONS;10.080,00;10.080,00;100%;;;PRÓPRIO;PENDENTE;PENDENTE;
14/09/2026;A;TATIANE;EXPORTAÇÃO;DGRX;TONS;25.896,000;;;25.896,000;;ARCELOG;PENDENTE;PENDENTE;MOTORISTA NO PATIO - DILMAR 
14/09/2026;A;TATIANE;FM;MARGOSSIAM;TONS;25.394,00;25.394,00;100%;;;SPEEDYLOG;PENDENTE;PENDENTE;
14/09/2026;A;TATIANE;GRANEL;MAGNUM/PANDURATA;TONS;37.080,00;37.080,00;100%;;37.080,00;JSL;REALIZADO;REALIZADO;
14/09/2026;A;TATIANE;FLOOR;FABRICA;PAL;110,00;110,00;100%;;;;;;
14/09/2026;A;TATIANE;CACAU;SEPARAÇÃO;TONS;11.283,00;11.283,00;100%;;4.987,00;SMARTLOG;PENDENTE;PENDENTE;
14/09/2026;A;TATIANE;GM;AGENDAS 16/09;TONS;55.755,00;;;;55.755,00;SMARTLOG;REALIZADO;PENDENTE;
14/09/2026;B;THIAGO;importação;DGRX;TONS;25.896,00;25.896,00;100%;;25896;;REALIZADO;;
14/09/2026;B;THIAGO;FOB;MARILSA BASSETO;TONS;12.251,00;12.251,00;100%;;12251;;REALIZADO;;
14/09/2026;B;THIAGO;FM;PANDURATA;TONS;28.054,00;28.054,00;100%;;28054;;REALIZADO;;
14/09/2026;B;THIAGO;FM;PANDURATA;TONS;27.340,00;;;;27340;;REALIZADO;;
14/09/2026;B;THIAGO;FM;NESTLE;TONS;10.515,00;;;;10515;;REALIZADO;;
14/09/2026;B;THIAGO;FLOOR;;PAL;52,00;52,00;100%;;;;;;
15/09/2026;A;TATIANE;FM;PANDURATA;TONS;24.300,00;24.300,00;100%;;;SPEEDYLOG;PENDENTE;PENDENTE;
15/09/2026;A;TATIANE;FM;MARGOSSIAM;TONS;;;;;;;;;
15/09/2026;A;TATIANE;FM;SUPERFRIO;TONS;25.393,00;25.393,00;100%;;;SPEEDYLOG;PENDENTE;PENDENTE;
15/09/2026;A;TATIANE;GM;DISPAN;TONS;11.312,00;11.312,00;100%;;;SPEEDYLOG;PENDENTE;PENDENTE;
15/09/2026;A;TATIANE;FOB;INDUSTRIA DE PÃES;TONS;20.419,00;20.419,00;100%;;;PRÓPRIO;PENDENTE;PENDENTE;
15/09/2026;A;TATIANE;CACAU;CACAU SEPARAÇÃO;TONS;2.150,00;2.150,00;100%;;14674;;;;
15/09/2026;A;TATIANE;GM;SUL RENOVAÇÃO;TONS ;19.707,00;;;19.707,00;;RENOVAÇÃO;PENDENTE;PENDENTE;LOTES TRATADOS  -FALTA ABASTECER E GERAR
15/09/2026;A;TATIANE;FM;MAGUM;TONS ;18.057,00;18.057,00;100%;;;;;;
15/09/2026;B;THIAGO;FOB;SORVETE JUNDIA;TONS;12.852,00;12.852,00;100%;;;;;;
15/09/2026;B;THIAGO;FM;SUPERFRIO;TONS;24.393,00;24.393,00;100%;;24.393,00;;;;
15/09/2026;B;THIAGO;FM;NESTLE;TONS;10.515,00;10.515,00;100%;;;;;;
15/09/2026;B;THIAGO;FLOOR;;PAL;37,00;;;;;;;;
16/09/2026;D;VINICIUS;FM;MARILAN;TONS;21.030,00;21.030,00;100%;;21.030,00;;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
16/09/2026;D;VINICIUS;FM;PERFETTO;TONS;12.720,00;12.720,00;100%;;12.720,00;;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
16/09/2026;D;VINICIUS;FM;MAGNUM ICC BRASIL SUPPLY LTDA;TONS;24.076,80;;;;24.076,80;;REALIZADO;PENDENTE;FATURADO
16/09/2026;D;VINICIUS;GM;CREAM COLOR IND. COM. DE SORV;TONS;6.845,38;6.845,38;100%;;6845,38;;REALIZADO;PENDENTE;FATURADO
16/09/2026;D;VINICIUS;GM;SUL - RS;TONS;12.239,83;12.239,83;100%;;12239,83;;REALIZADO;PENDENTE;FATURADO
16/09/2026;D;VINICIUS;GM;SUL - PR;TONS;6.844,90;6.844,90;100%;;6.844,90;;REALIZADO;PENDENTE;FATURADO
16/09/2026;D;VINICIUS;GRANEL;TOP CAU IND E COMERCIO DE CHO;TONS;1.823,51;1.823,51;100%;;1823,51;;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
17/09/2026;C;ADIB;CACAU;CACAU BR15;TONS;15.421,00;15.421,00;100%;;15421;;REALIZADO;PARCIAL;
17/09/2026;C;ADIB;GM;C.OESTE ( CARRO 1 );TONS;23.527,00;23.527,00;100%;;;;REALIZADO;REALIZADO;AGUARDANDO CARRO 
17/09/2026;C;ADIB;GM;C.OESTE ( CARRO 2 );TONS;20.494,00;5.578,00;27%;14.916,00;;;PENDENTE;PENDENTE;FINALIZAR AS SEPARAÇÕES 
17/09/2026;C;ADIB;TRANSF OMEGA X;TRANSF OMEGA X;TONS;14.753,00;14.753,00;100%;;;;PENDENTE;PENDENTE;VAMOS CARREGAR CARRO SMARTLOG 
17/09/2026;D;VINICIUS;GM;C.OESTE ( CARRO 2 ) CONTINUAÇÃO;TONS;14.916,00;14.916,00;100%;;2500,08;;PARCIAL;PENDENTE;PENDENTE FATURAR 
17/09/2026;D;VINICIUS;GM;SMART AGING;TONS;654,12;654,12;100%;;654,12;;REALIZADO;PENDENTE;AGUARDANDO CARRO 
17/09/2026;D;VINICIUS;GM;SMART;TONS;3.850,79;;;;3.850,79;;REALIZADO;PENDENTE;AGUARDANDO CARRO 
17/09/2026;D;VINICIUS;FM;PANDURATA ALIMENTOS LTDA;TONS;27.339,00;27.339,00;100%;;27339;;REALIZADO;PENDENTE;AGUARDANDO CARRO 
17/09/2026;D;VINICIUS;BR15;TIROL;TONS;19.946,88;19.946,88;100%;;19946,88;;REALIZADO;PENDENTE;AGUARDANDO CARRO 
17/09/2026;D;VINICIUS;MOVIMENTAÇÃO;MARGOSSIAN FERRERO;PAL;24;24;100%;;;;;;DIRECIONADO NAS POSIÇÕES DE OFF
18/09/2026;B;THIAGO;FOB;DISCPANCHOC;TONS;10.920,00;10.920,00;100%;;10920;;;;
18/09/2026;B;THIAGO;FM;MAGNUN;TONS;12.253,00;12.253,00;100%;;12253;;;;
18/09/2026;B;THIAGO;CACAU;;TONS;1.300,00;1.300,00;100%;;1300;;;;
18/09/2026;B;THIAGO;FLOOR/ CACAU;ARMAZENAMENTO;PAL;79,00;79,00;100%;;;;;;
18/09/2026;B;THIAGO;SUL;RS;TONS;10.621,00;10.621,00;100%;;;;;;
19/09/2026;B;THIAGO;FM;SORVETE JUNDIA;TONS;12.000,00;12.000,00;100%;;;;;;
19/09/2026;B;THIAGO;FM;PANDURATA ALIMENTOS LTDA;TONS;28.054,00;28.054,00;100%;;;;;;
19/09/2026;B;THIAGO;fob;TTF;TONS;10.911,00;10.911,00;100%;;;;;;
19/09/2026;B;THIAGO;;cacau;TONS;15.520,00;15.520,00;100%;;;;;;
19/09/2026;B;THIAGO;;smt;TONS;15.947,00;15.947,00;100%;;;;;;
19/09/2026;B;THIAGO;;nordeste;TONS;5.838,00;5.838,00;100%;;;;;;
19/09/2026;B;THIAGO;abastecimento;;PAL;8,00;8,00;100%;;;;;;
19/09/2026;B;THIAGO;FLOOR/ CACAU;;PAL;132,00;132,00;100%;;;;;;
20/09/2026;C;ADIB;GM;MG / NORDESTE;TONS;12.711,00;12.711,00;100%;;12711;BORA;REALIZADO;PENDENTE;REALIZAMOS AS CONFERENCIAS E FATURAMENTOS 
20/09/2026;C;ADIB;GRANEL;FRONERI;TONS;17.860,00;17.860,00;100%;;17860;JSL;REALIZADO;REALIZADO;GRANEL FATURADO
20/09/2026;C;ADIB;GM;SMARTLOG DIRETAS 17/09;TONS ;26.915,00;9.801,00;36%;17.114,00;9801;SMARTLOG;PARCIALMENTE;PENDENTE;REALIZAMOS AS SEPARAÇÕES E CONFERENCIAS - FATURAMENTOS EM ANDAMENTOS
20/09/2026;D;VINICIUS;GM;SMARTLOG DIRETAS 20/09;TONS ;23.203,90;23.203,90;100%;;;SMARTLOG;PENDENTE;PENDENTE;AGUARDANDO FATURAMENTO
20/09/2026;D;VINICIUS;GM;SMARTLOG DIRETAS 17/09 PENDENTES;TONS ;12.080,69;12.080,69;100%;;;SMARTLOG;PENDENTE;PENDENTE;AGUARDANDO FATURAMENTO
20/09/2026;D;VINICIUS;FM;NESTLE;TONS ;14.721,00;14.721,00;100%;;14.721,00;SPEEDY;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
20/09/2026;D;VINICIUS;BR15;SINERGY;TONS ;12.000,00;12.000,00;100%;;;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO FATURAMENTO
21/09/2026;C;ADIB;GM;SMARTLOG DIRETAS 17/09;TONS;2.865,00;2.865,00;100%;;2865;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO CARRO
21/09/2026;C;ADIB;GM;RJ;TONS;10.424,00;10.424,00;100%;;;OMEGA X;;PENDENTE;CARRO NA PORTARIA
21/09/2026;C;ADIB;FM;PANDURATA;TONS;28.054,00;28.054,00;100%;;28054;SMARTLOG;REALIZADO;REALIZADO;SEPARADO CARREGADO E LIBERADO
21/09/2026;C;ADIB;FM;PANDURATA GUARULHOS;TONS;28.054,00;28.054,00;100%;;28054;SPEEDYLOG;REALIZADO;PENDENTE;AGUARDANDO CARRO 
21/09/2026;C;ADIB;GM;OESA COMERCIO;TONS;10.977,00;10.977,00;100%;;;;;;RESTANTE GERADO FALTA SEPARAR
21/09/2026;C;ADIB;CACAU ;CACAU BR 15;TONS;8.170,00;8.170,00;100%;;8170;;REALIZADO;PENDENTE;FATURADO
21/09/2026;D;VINICIUS;GM;SMARTLOG DIRETAS 17/09;TONS;5.805,59;5.805,59;100%;;;SMART LOG;PENDENTE;PENDENTE;AGUARDANDO FATURAMENTO
21/09/2026;D;VINICIUS;GM;OESA COMERCIO;TONS;13.378,16;13.378,16;100%;;13.378,16;PRÓPRIO;REALIZADO;PENDENTE;AGUARDANDO COLETA
21/09/2026;D;VINICIUS;FM;PANDURATA 17873988;TONS;27.339,00;27.339,00;100%;;27339;SPEEDY;REALIZADO;PENDENTE;AGUARDANDO COLETA
21/09/2026;D;VINICIUS;TRANSFERENCIA;RECEBIMENTO TRANSF. OMX;TONS;18.871,20;18.871,20;100%;;;;;;PENDENTE DAR ENTRADA
21/09/2026;D;VINICIUS;FM;PANDURATA 17870319;TONS;28.054,00;28.054,00;100%;;28.054,00;SPEEDY;REALIZADO;PENDENTE;AGUARDANDO COLETA
21/09/2026;D;VINICIUS;GM;M DIAS;TONS;24.126,44;24.126,44;100%;;24126,44;SPEEDY;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
21/09/2026;D;VINICIUS;GM;ROTA MG;TONS;486,43;486,43;100%;;486,43;BORA;REALIZADO;PENDENTE;AGUARDANDO COLETA
21/09/2026;D;VINICIUS;BR15;BARRIND IND E COM DE AL LTDA;TONS;1.038,00;1.038,00;100%;;1.038,00;SMART LOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
21/09/2026;D;VINICIUS;BR15;DISCAMPCHOC COMERCIO DE;TONS;208,00;208,00;100%;;208;SMART LOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
21/09/2026;D;VINICIUS;BR15;INTERBRANDS FOODS LTDA;TONS;524,50;524,50;100%;;;SMART LOG;PENDENTE;PENDENTE;AGUARDANDO FATURAMENTO
21/09/2026;D;VINICIUS;GRANEL;TOP CAU;TONS;26.150,00;26.150,00;100%;;26150;;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
21/09/2026;D;VINICIUS;FM;IBAE IND. DE ALIM. ESP. LTDA;TONS;27.339,00;27.339,00;100%;;27339;;REALIZADO;PENDENTE;AGUARDANDO COLETA
22/09/2026;B;THIAGO;fob;toc mix;TONS;25.000,00;25.000,00;100%;;;;;;
22/09/2026;B;THIAGO;GM;SMARTLOG ;TONS;12.616,00;;;;;;;;
22/09/2026;B;THIAGO;FOB;DISPAN;TONS;27.300,00;;;;;;;;
22/09/2026;B;THIAGO;;;;;;;;;;;;
22/09/2026;B;THIAGO;;;;;;;;;;;;
22/09/2026;B;THIAGO;;;;;;;;;;;;
22/09/2026;B;THIAGO;;;;;;;;;;;;
22/09/2026;B;THIAGO;;;;;;;;;;;;
22/09/2026;B;THIAGO;;;;;;;;;;;;
22/09/2026;B;THIAGO;;;;;;;;;;;;
